0;9;12;13;12;12;12;12;13;11;11;11;12;12;12;12;12;13;12;18;14;23;23;23;23;23;23;24;25;23;51;52;51;52;51;51;51;51;51;52;52;53;53;53;55;55;56;54;53;51;50;50;50;52;54;56;51;52;57;57;51;51;42;44;43;43;43;48;47;66;47;46;49;49;46;47;59;58;58;63;57;57;66;64;64;69;70;68;68;74;75;57;57;57;57;57;59;58;58;58;60;60;58;76;68;82;76;75;77;76;75;78;78;70;84;84;85;84;84;84;86;89;85;84;83;82;87;84;81;83;83;83;83;101;101;101;97;97;111;90;92;91;93;91;92;84;84;86;84;93;93;93;93;94;93;95;94;94;94;93;94;93;93;91;87;92;88
9;0;7;8;7;7;7;7;8;6;6;6;7;7;7;7;7;8;7;13;7;22;22;22;22;22;22;21;24;20;44;45;44;45;44;44;44;44;44;45;45;46;46;46;48;46;49;47;46;44;43;43;43;45;47;49;44;45;50;50;44;44;37;37;36;36;36;41;42;59;46;45;48;46;45;46;54;53;53;58;53;53;60;58;58;65;66;64;64;70;71;54;54;54;54;54;56;55;55;55;55;55;53;69;65;80;69;68;72;71;70;73;73;69;81;81;82;81;81;81;83;86;82;81;80;79;84;81;78;80;80;80;80;94;94;94;90;90;106;87;89;88;90;88;89;83;83;85;83;90;91;91;91;92;91;93;92;92;92;91;92;91;91;86;84;89;85
12;7;0;1;0;0;0;0;1;1;1;1;2;2;2;2;2;3;2;6;10;21;21;21;21;21;21;22;23;21;47;48;47;48;47;47;47;47;47;48;48;49;49;49;51;51;52;50;49;47;46;46;46;46;48;50;43;44;49;49;43;43;38;38;37;35;35;40;41;60;43;42;45;45;42;43;53;52;52;57;52;52;61;59;59;60;61;59;59;67;68;51;51;51;51;51;53;52;52;52;54;54;52;68;64;81;70;69;73;72;71;74;70;67;75;75;76;75;75;75;77;80;76;75;74;73;78;75;74;74;74;74;74;96;96;96;92;90;106;83;85;84;86;84;85;77;77;79;77;86;87;87;87;88;87;89;88;88;88;87;88;87;87;84;85;86;82
13;8;1;0;1;1;1;1;2;2;2;2;3;3;3;3;3;4;3;7;11;22;22;22;22;22;22;23;24;22;48;49;48;49;48;48;48;48;48;49;49;50;50;50;52;52;53;51;50;48;47;47;47;47;49;51;44;45;50;50;44;44;39;39;38;36;36;41;42;61;44;43;46;46;43;44;54;53;53;58;53;53;62;60;60;61;62;60;60;68;69;52;52;52;52;52;54;53;53;53;55;55;53;69;65;82;71;70;74;73;72;75;71;68;76;76;77;76;76;76;78;81;77;76;75;74;79;76;75;75;75;75;75;97;97;97;93;91;107;84;86;85;87;85;86;78;78;80;78;87;88;88;88;89;88;90;89;89;89;88;89;88;88;85;86;87;83
12;7;0;1;0;0;0;0;1;1;1;1;2;2;2;2;2;3;2;6;10;21;21;21;21;21;21;22;23;21;47;48;47;48;47;47;47;47;47;48;48;49;49;49;51;51;52;50;49;47;46;46;46;46;48;50;43;44;49;49;43;43;38;38;37;35;35;40;41;60;43;42;45;45;42;43;53;52;52;57;52;52;61;59;59;60;61;59;59;67;68;51;51;51;51;51;53;52;52;52;54;54;52;68;64;81;70;69;73;72;71;74;70;67;75;75;76;75;75;75;77;80;76;75;74;73;78;75;74;74;74;74;74;96;96;96;92;90;106;83;85;84;86;84;85;77;77;79;77;86;87;87;87;88;87;89;88;88;88;87;88;87;87;84;85;86;82
12;7;0;1;0;0;0;0;1;1;1;1;2;2;2;2;2;3;2;6;10;21;21;21;21;21;21;22;23;21;47;48;47;48;47;47;47;47;47;48;48;49;49;49;51;51;52;50;49;47;46;46;46;46;48;50;43;44;49;49;43;43;38;38;37;35;35;40;41;60;43;42;45;45;42;43;53;52;52;57;52;52;61;59;59;60;61;59;59;67;68;51;51;51;51;51;53;52;52;52;54;54;52;68;64;81;70;69;73;72;71;74;70;67;75;75;76;75;75;75;77;80;76;75;74;73;78;75;74;74;74;74;74;96;96;96;92;90;106;83;85;84;86;84;85;77;77;79;77;86;87;87;87;88;87;89;88;88;88;87;88;87;87;84;85;86;82
12;7;0;1;0;0;0;0;1;1;1;1;2;2;2;2;2;3;2;6;10;21;21;21;21;21;21;22;23;21;47;48;47;48;47;47;47;47;47;48;48;49;49;49;51;51;52;50;49;47;46;46;46;46;48;50;43;44;49;49;43;43;38;38;37;35;35;40;41;60;43;42;45;45;42;43;53;52;52;57;52;52;61;59;59;60;61;59;59;67;68;51;51;51;51;51;53;52;52;52;54;54;52;68;64;81;70;69;73;72;71;74;70;67;75;75;76;75;75;75;77;80;76;75;74;73;78;75;74;74;74;74;74;96;96;96;92;90;106;83;85;84;86;84;85;77;77;79;77;86;87;87;87;88;87;89;88;88;88;87;88;87;87;84;85;86;82
12;7;0;1;0;0;0;0;1;1;1;1;2;2;2;2;2;3;2;6;10;21;21;21;21;21;21;22;23;21;47;48;47;48;47;47;47;47;47;48;48;49;49;49;51;51;52;50;49;47;46;46;46;46;48;50;43;44;49;49;43;43;38;38;37;35;35;40;41;60;43;42;45;45;42;43;53;52;52;57;52;52;61;59;59;60;61;59;59;67;68;51;51;51;51;51;53;52;52;52;54;54;52;68;64;81;70;69;73;72;71;74;70;67;75;75;76;75;75;75;77;80;76;75;74;73;78;75;74;74;74;74;74;96;96;96;92;90;106;83;85;84;86;84;85;77;77;79;77;86;87;87;87;88;87;89;88;88;88;87;88;87;87;84;85;86;82
13;8;1;2;1;1;1;1;0;2;2;2;3;3;3;3;3;4;3;7;11;20;20;20;20;20;20;21;22;22;48;49;48;49;48;48;48;48;48;49;49;50;50;50;52;52;53;51;50;48;47;47;47;47;49;51;44;45;50;50;44;44;39;39;38;36;36;41;42;61;44;43;46;46;43;44;54;53;53;58;53;53;62;60;60;61;62;60;60;68;69;52;52;52;52;52;54;53;53;53;55;55;53;69;65;82;71;70;74;73;72;75;71;68;76;76;77;76;76;76;78;81;77;76;75;74;79;76;75;75;75;75;75;97;97;97;93;91;107;84;86;85;87;85;86;78;78;80;78;87;88;88;88;89;88;90;89;89;89;88;89;88;88;85;86;87;81
11;6;1;2;1;1;1;1;2;0;0;0;1;1;1;1;1;2;1;7;9;20;20;20;20;20;20;21;22;20;46;47;46;47;46;46;46;46;46;47;47;48;48;48;50;50;51;49;48;46;45;45;45;47;49;51;42;43;48;48;42;42;37;37;36;34;34;39;40;59;42;41;44;44;41;42;52;51;51;56;51;51;60;58;58;61;62;60;60;68;69;50;50;50;50;50;52;51;51;51;53;53;51;67;63;80;69;68;72;71;70;73;71;67;75;75;76;75;75;75;77;80;76;75;74;73;78;75;74;74;74;74;74;96;96;96;92;90;106;84;86;85;87;85;86;78;78;80;78;87;88;88;88;89;88;90;89;89;89;88;89;88;88;85;86;87;83
11;6;1;2;1;1;1;1;2;0;0;0;1;1;1;1;1;2;1;7;9;20;20;20;20;20;20;21;22;20;46;47;46;47;46;46;46;46;46;47;47;48;48;48;50;50;51;49;48;46;45;45;45;47;49;51;42;43;48;48;42;42;37;37;36;34;34;39;40;59;42;41;44;44;41;42;52;51;51;56;51;51;60;58;58;61;62;60;60;68;69;50;50;50;50;50;52;51;51;51;53;53;51;67;63;80;69;68;72;71;70;73;71;67;75;75;76;75;75;75;77;80;76;75;74;73;78;75;74;74;74;74;74;96;96;96;92;90;106;84;86;85;87;85;86;78;78;80;78;87;88;88;88;89;88;90;89;89;89;88;89;88;88;85;86;87;83
